Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
1920,,675,Fishing,Screw Steamer,CAP FAGNET,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52020&vessel=CAP+FAGNET
1920,143673,677,Cargo,Screw Steamer,LISBON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52022&vessel=LISBON
1921,,679,Cargo,Screw Steamer,MARYLAND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52024&vessel=MARYLAND
1923,,682,Fishing,Screw Steamer,BOIS ROSE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52027&vessel=BOIS+ROSE
1924,144820,684,Fishing,Screw Steamer,DISA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52029&vessel=DISA
1924,144823,686,Fishing,Screw Steamer,STRATHLEVEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52031&vessel=STRATHLEVEN
1925,144828,688,Fishing,Screw Steamer,NERINE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52033&vessel=NERINE
1927,154211,690,Passenger / Cargo,Screw Steamer,LARUT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52035&vessel=LARUT
1927,,692,Fishing,Screw Steamer,GALERNA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52037&vessel=GALERNA
1928,132500,694,Passenger / Cargo,Screw Steamer,EARL THORFINN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52039&vessel=EARL+THORFINN
1928,148955,696,Fishing,Screw Steamer,STRATHLYON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52041&vessel=STRATHLYON
1928,149174,698,Fishing,Screw Steamer,ISABELLA GREIG,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52043&vessel=ISABELLA+GREIG
1929,,700,Fishing,Screw Steamer,JOSEPH DUHAMEL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52045&vessel=JOSEPH+DUHAMEL
1929,148962,702,Fishing,Screw Steamer,STRATHALFORD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52047&vessel=STRATHALFORD
1929,148964,704,Fishing,Screw Steamer,BEN ROSSAL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52049&vessel=BEN+ROSSAL
1930,148969,707,Fishing,Screw Steamer,GERTRUDE W,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52052&vessel=GERTRUDE+W
1930,149177,711,Fishing,Screw Steamer,CONTENDER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52056&vessel=CONTENDER
1930,162271,713,Fishing,Screw Steamer,BARBARA ROBB,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52058&vessel=BARBARA+ROBB
1930,162274,715,Fishing,Screw Steamer,STRATHBORVE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52060&vessel=STRATHBORVE
1930,,717,Fishing,Screw Steamer,SIMON DUHAMEL II,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52062&vessel=SIMON+DUHAMEL+II
1930,,709,Fishing,Motor Vessel,TOLOSA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52054&vessel=TOLOSA
1931,160746,718,Passenger / Cargo,Screw Steamer,EARL SIGURD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52063&vessel=EARL+SIGURD
1931,162280,723,Passenger / Cargo,Screw Steamer,ST SUNNIVA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52068&vessel=ST+SUNNIVA
1931,,721,Fishing,Motor Vessel,VAN DER GOES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52066&vessel=VAN+DER+GOES
1931,,725,Fishing,Motor Vessel,BERDIN GABEA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52070&vessel=BERDIN+GABEA+
1933,160739,728,Tug,Diesel-electric,ACKLAM CROSS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52073&vessel=ACKLAM+CROSS
1934,162288,731,Fishing,Screw Steamer,BABIANA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52076&vessel=BABIANA
1935,,732,Fishing,Screw Steamer,VIKINGS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52077&vessel=VIKINGS
1935,162290,734,Fishing,Screw Steamer,CRASSULA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52079&vessel=CRASSULA
1936,162299,738,Fishing,Screw Steamer,MOREA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52083&vessel=MOREA
1936,165242,735,Fishing,Motor Vessel,DON QUIJOTE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52080&vessel=DON+QUIJOTE
1937,165247,742,Passenger / Cargo,Screw Steamer,ST CLAIR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52087&vessel=ST+CLAIR
1938,,744,Naval,Screw Steamer,BARRANCA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52089&vessel=BARRANCA
1938,165250,747,Fishing,Screw Steamer,PETUNIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52092&vessel=PETUNIA
1938,,745,Barge,,MURIEL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52090&vessel=MURIEL
1939,165252,750,Coaster,Motor Vessel,AUCHMACOY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52095&vessel=AUCHMACOY
1940,,752,Naval,Screw Steamer,OLIVE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52097&vessel=OLIVE
1940,,754,Naval,Screw Steamer,MARGUERITE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52099&vessel=MARGUERITE
1941,,756,Naval,Screw Steamer,MIGNONETTE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52101&vessel=MIGNONETTE
1941,,758,Naval,Screw Steamer,QUADRILLE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52103&vessel=QUADRILLE
1941,,760,Naval,Screw Steamer,CORIANDER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52105&vessel=CORIANDER
1942,,762,Naval,Screw Steamer,STROMA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52107&vessel=STROMA
1942,182006,764,Naval,Screw Steamer,SIR GARETH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52109&vessel=SIR+GARETH
1942,165256,767,Tug,Screw Steamer,EMPIRE CHERUB,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52112&vessel=EMPIRE+CHERUB
1943,182010,768,Naval,Screw Steamer,SIR KAY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52113&vessel=SIR+KAY
1943,,770,Naval,Screw Steamer,HELFORD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52115&vessel=HELFORD
1943,164864,773,Coaster,Motor Vessel,EDENWOOD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52118&vessel=EDENWOOD
1944,,774,Naval,Screw Steamer,ANNAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52119&vessel=ANNAN
1944,169136,776,Coaster,Motor Vessel,AVONWOOD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52121&vessel=AVONWOOD
1944,,783,Naval,Motor Vessel,LCT.7040,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52128&vessel=LCT.7040
1945,,775,Naval,Screw Steamer,BIGBURY BAY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52120&vessel=BIGBURY+BAY
1945,180770,788,Coaster,Screw Steamer,SIR JOSEPH SWAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52133&vessel=SIR+JOSEPH+SWAN
1946,181027,789,Cargo,Screw Steamer,LESTRIS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52134&vessel=LESTRIS
1946,181003,794,Fishing,Screw Steamer,GODETIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52139&vessel=GODETIA
1946,166222,795,Cargo,Motor Vessel,LUNAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52140&vessel=LUNAN
1947,,796,Fishing,Screw Steamer,VIKINGS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52141&vessel=VIKINGS
1947,,799,Fishing,Screw Steamer,PADUA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52144&vessel=PADUA
1947,182015,801,Fishing,Motor Vessel,STAR OF SCOTLAND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52146&vessel=STAR+OF+SCOTLAND
1948,182018,803,Coaster,Screw Steamer,CALEDONIAN COAST,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52148&vessel=CALEDONIAN+COAST
1948,,807,Cargo,Screw Steamer,BYFJORD,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52152&vessel=BYFJORD
1948,182021,810,Fishing,Screw Steamer,STEVIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52155&vessel=STEVIA
1948,,813,Fishing,Screw Steamer,STAR VII,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52158&vessel=STAR+VII
1949,,779,Naval,Screw Steamer,OWEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52124&vessel=OWEN
1949,,808,Cargo,Motor Vessel,NORDPOL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52153&vessel=NORDPOL
1949,183074,814,Coaster,Motor Vessel,MURDOCH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52159&vessel=MURDOCH
1950,,822,Cargo,Screw Steamer,HERO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52167&vessel=HERO
1950,,825,Fishing,Screw Steamer,OLAFUR JOHANNESSON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52170&vessel=OLAFUR+JOHANNESSON
1950,183189,819,Coaster,Motor Vessel,DAME CAROLINE HASLETT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52164&vessel=DAME+CAROLINE+HASLETT
1950,,821,Cargo,Motor Vessel,BAROK,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52166&vessel=BAROK
1951,,826,Fishing,Screw Steamer,JON BALDVINSSON,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52171&vessel=JON+BALDVINSSON
1951,175883,827,Fishing,Motor Vessel,CAPE ST. MARY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52172&vessel=CAPE+ST.+MARY
1952,183844,829,Coaster,Motor Vessel,ANNO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52174&vessel=ANNO
1953,185929,832,Coaster,Screw Steamer,CORMOOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52177&vessel=CORMOOR
1954,186069,835,Coaster,Screw Steamer,SIR DAVID II,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52180&vessel=SIR+DAVID+II
1954,,833,Cargo,Motor Vessel,BOW SANTOS,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52178&vessel=BOW+SANTOS
1954,185185,839,Cargo,Motor Vessel,FOUNTAINS ABBEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52184&vessel=FOUNTAINS+ABBEY
1955,186225,837,Coaster,Screw Steamer,THOMAS GOULDEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52182&vessel=THOMAS+GOULDEN
1955,186251,840,Coaster,Screw Steamer,JAMES ROWAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52185&vessel=JAMES+ROWAN
1955,,845,Cargo,Screw Steamer,BRUIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52190&vessel=BRUIN
1955,183847,846,Fishing,Diesel-electric,SIR WILLIAM HARDY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52191&vessel=SIR+WILLIAM+HARDY
1956,187343,848,Bulk Carrier,Motor Vessel,SUGAR EXPORTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52193&vessel=SUGAR+EXPORTER
1956,198413,853,Ferry,Motor Vessel,NONIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52198&vessel=NONIA
1957,187533,855,Coaster,Motor Vessel,SHOREHAM,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52200&vessel=SHOREHAM
1957,187523,857,Coaster,Motor Vessel,CORSEA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52202&vessel=CORSEA
1957,196762,860,Cargo,Motor Vessel,ABEL TASMAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52205&vessel=ABEL+TASMAN
1958,187743,859,Bulk Carrier,Motor Vessel,SUGAR TRANSPORTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52204&vessel=SUGAR+TRANSPORTER
1958,187818,864,Coaster,Motor Vessel,CAMBERWELL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52209&vessel=CAMBERWELL
1958,300809,866,Bulk Carrier,Motor Vessel,SUGAR REFINER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52211&vessel=SUGAR+REFINER
1958,300358,AH876,Fishing,Motor Vessel,ABERDEEN DISTRIBUTOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52221&vessel=ABERDEEN+DISTRIBUTOR
1959,301303,868,Cargo,Motor Vessel,ELEUTHERA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52213&vessel=ELEUTHERA
1959,191312,872,Tanker,Motor Vessel,POINT FORTIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52217&vessel=POINT+FORTIN
1959,301396,877,Cargo,Motor Vessel,SANTONA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52222&vessel=SANTONA
1960,,870,Cargo,Motor Vessel,TAFAWA BALEWA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52215&vessel=TAFAWA+BALEWA
1960,301410,878,Cargo,Motor Vessel,COLINA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52223&vessel=COLINA
1960,301595,881,Fishing,Motor Vessel,MAUREEN CROAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52226&vessel=MAUREEN+CROAN
1960,301599,883,Fishing,Motor Vessel,PRINCESS ROYAL,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52228&vessel=PRINCESS+ROYAL
1960,302224,885,Fishing,Motor Vessel,ABERDEEN VENTURER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52230&vessel=ABERDEEN+VENTURER
1960,302232,887,Fishing,Motor Vessel,STAR OF THE ISLES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52232&vessel=STAR+OF+THE+ISLES
1960,302230,889,Fishing,Motor Vessel,GLENGAIRN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52234&vessel=GLENGAIRN
1961,301443,890,Cargo,Motor Vessel,LETITIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52235&vessel=LETITIA
1961,302244,893,Fishing,Motor Vessel,ADMIRAL HAWKE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52238&vessel=ADMIRAL+HAWKE
1961,303204,897,Fishing,Motor Vessel,ADMIRAL BURNETT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52242&vessel=ADMIRAL+BURNETT
1962,196922,894,Cargo,Motor Vessel,GOSFORTH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52239&vessel=GOSFORTH
1962,300062,902,Coaster,Motor Vessel,BALLYRUSH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52247&vessel=BALLYRUSH
1962,304401,899,Research Vessel,Diesel-electric,DISCOVERY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52244&vessel=DISCOVERY
1963,300064,903,Coaster,Motor Vessel,BALLYRORY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52248&vessel=BALLYRORY
1963,303217,906,Yacht,Motor Vessel,WALANKA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52251&vessel=WALANKA
1964,316359,908,Yacht,Motor Vessel,PILGRIM,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52253&vessel=PILGRIM
1964,305302,911,Ferry,Motor Vessel,CLANSMAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52256&vessel=CLANSMAN
1964,,913,Yacht,Motor Vessel,PATRA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52258&vessel=PATRA
1964,350394,916,Fishing,Motor Vessel,BEGONIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52261&vessel=BEGONIA
1964,305762,909,Fishing,Diesel-electric,NORTHELLA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52254&vessel=NORTHELLA
1965,350401,918,Fishing,Motor Vessel,ERICA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52263&vessel=ERICA
1965,350427,920,Fishing,Motor Vessel,LUPIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52265&vessel=LUPIN
1965,350430,922,Fishing,Motor Vessel,ROCHEA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52267&vessel=ROCHEA
1965,303221,926,Fishing,Motor Vessel,ABERDEEN EXPLORER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52271&vessel=ABERDEEN+EXPLORER
1965,305792,924,Fishing,Diesel-electric,KIRKELLA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52269&vessel=KIRKELLA
1966,308543,929,Fishing,Motor Vessel,LADY PARKES,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52274&vessel=LADY+PARKES
1966,309186,930,Cargo,Diesel-electric,KINGSNORTH FISHER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52275&vessel=KINGSNORTH+FISHER
1967,,933,Cargo,Motor Vessel,GLUCKSBURG,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52278&vessel=GLUCKSBURG
1967,334704,935,Tanker,Motor Vessel,POINT LAW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52280&vessel=POINT+LAW
1968,335716,937,Tanker,Motor Vessel,ARDROSSAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52282&vessel=ARDROSSAN
1968,335164,939,Dredger,Motor Vessel,SHEARWATER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52284&vessel=SHEARWATER
1969,334106,941,Fishing,Motor Vessel,SOUTHELLA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52286&vessel=SOUTHELLA
1969,337862,943,Tanker,Motor Vessel,SILVEREID,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52288&vessel=SILVEREID
1969,338868,945,Bulk Carrier,Motor Vessel,FERRING,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52290&vessel=FERRING
1970,341017,948,Tanker,Motor Vessel,SILVERHARRIER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52293&vessel=SILVERHARRIER
1971,,949,Cargo,Motor Vessel,THAMESHAVEN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52294&vessel=THAMESHAVEN
1971,350670,951,Fishing,Motor Vessel,AZALEA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52296&vessel=AZALEA
1972,357424,954,Cargo,Motor Vessel,MAKARIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52299&vessel=MAKARIA
1972,,956,Fishing,Motor Vessel,GILIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52301&vessel=GILIA
1972,350690,958,Fishing,Motor Vessel,SALVIA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52303&vessel=SALVIA
1973,359349,960,Fishery Patrol,Motor Vessel,JURA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52305&vessel=JURA+
1974,359089,963,Ferry,Motor Vessel,ST OLA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52308&vessel=ST+OLA
1975,364090,962,Fishery Patrol,Motor Vessel,WESTRA,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52307&vessel=WESTRA
1975,359094,966,Offshore Supply,Motor Vessel,TROJAN TIDE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52311&vessel=TROJAN+TIDE
1976,366040,969,Tanker,Motor Vessel,CENTAURMAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52314&vessel=CENTAURMAN
1976,366184,970,Tanker,Motor Vessel,VEGAMAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52315&vessel=VEGAMAN
1977,,973,Naval,Motor Vessel,SHETLAND,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52318&vessel=SHETLAND
1978,,975,Naval,Motor Vessel,LINDISFARNE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52320&vessel=LINDISFARNE
1978,379501,977,Tug,Motor Vessel,SWAABIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52322&vessel=SWAABIE
1979,,979,Naval,Motor Vessel,TORNADO,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52324&vessel=TORNADO
1979,,984,Naval,Motor Vessel,ALDERNEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52329&vessel=ALDERNEY
1980,913825,981,Naval,Motor Vessel,TORMENTOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52326&vessel=TORMENTOR
1981,,985,Naval,Motor Vessel,LEEDS CASTLE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52330&vessel=LEEDS+CASTLE
1982,701150,987,Offshore Supply,Motor Vessel,SEAFORTH VISCOUNT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52332&vessel=SEAFORTH+VISCOUNT
1984,,989,Naval,Motor Vessel,PLOVER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52334&vessel=PLOVER
1984,,991,Naval,Motor Vessel,SWALLOW,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52336&vessel=SWALLOW
1985,,993,Naval Auxiliary,Motor Vessel,SALMOOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52338&vessel=SALMOOR
1986,,995,Naval Auxiliary,Motor Vessel,SALMAID,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52340&vessel=SALMAID
,,638,Naval,Screw Steamer,KILBRITTAIN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51997&vessel=KILBRITTAIN
,,640,Naval,Screw Steamer,KILCAR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51999&vessel=KILCAR
,,170,Barge,No Propulsion,unknown,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51529&vessel=unknown
,,603,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51962&vessel=Cancelled
,,605,,,Cancelled,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=51964&vessel=Cancelled
